,track_id,track_title,track_artists,track_album,track_release_date,energy,loudness,tempo,valence,danceability,duration
61,1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads",John Denver,"Poems, Prayers and Promises",1971,0.395,-9.376,82.259,0.625,0.462,3:10
62,7vYA9ET5AUqJt5pBbhKmcB,Don't Let Me Be Misunderstood,The Animals,Animal Tracks,1965-09-01,0.775,-5.136,112.202,0.518,0.513,2:29
63,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,Ricky Martin,1999,0.954,-3.756,178.043,0.933,0.425,4:03
64,4lR79JbogJio3Vbr4fgMAN,A Night Like This,Caro Emerald,Deleted Scenes from the Cutting Room Floor,2010-01-29,0.711,-5.775,122.969,0.96,0.871,3:45
65,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,Just As I Am,1971-05-01,0.415,-11.451,78.169,0.515,0.527,2:05
66,1Cwsd5xI8CajJz795oy4XF,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998-01-01,0.901,-5.396,113.967,0.744,0.621,5:00
67,1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,1971,0.481,-11.709,138.45,0.491,0.531,8:36
68,0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,"Fugees, Ms. Lauryn Hill",The Score (Expanded Edition),1996-02-13,0.29,-17.117,92.409,0.506,0.765,4:58
69,43ddJFnP8m3PzNJXiHuiyJ,The Way I Am,Ingrid Michaelson,Girls and Boys,2007-01-01,0.259,-9.302,119.989,0.32,0.877,2:15
70,3g08g4iOQgTgEV9cJ9gKfk,Tut tut tut tut,Gillian Hills,"Twistin’ The Rock, Vol. 9",2002-01-01,0.538,-5.748,123.559,0.957,0.697,2:02
71,5DTOOkooKFUvWj1XQTFa09,The End of the World,Skeeter Davis,The Essential Skeeter Davis,1994-05-23,0.216,-10.674,94.268,0.432,0.232,2:37
72,3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,Chosen,2017-12-08,0.8,-4.808,134.002,0.589,0.714,3:31
73,3jOcxAHwrs4zNFTemYfrHK,Build Me Up Buttercup - Stereo,The Foundations,Build Me Up Buttercup: The Best of The Foundations,2021-01-21,0.568,-7.456,133.973,0.802,0.539,2:55
74,12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,Tapestry,1971,0.442,-12.718,208.282,0.812,0.45,3:53
75,1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,Matthew Wilder,I Don't Speak The Language,1983-03-19,0.588,-11.047,110.077,0.828,0.917,3:04
