,track_id,track_title,track_artists,track_album,track_release_date,energy,loudness,tempo,valence,danceability,duration
36,1qz2bFE5ZtwZSd6DNed2RJ,Shut Up & Groove (feat. DEAN) [From And July],HEIZE,Shut Up & Groove (feat. DEAN) [From And July],2016-06-02,0.665,-4.785,112.831,0.535,0.655,3:19
37,0WSTInLqMrT9po0LAHpZCJ,UN Village,BAEKHYUN,City Lights - The 1st Mini Album,2019-07-10,0.589,-3.806,83.985,0.577,0.674,3:55
38,60ZppukPfY43NDU9meKJrz,BAD NEWS,Aries,WELCOME HOME,2019-04-18,0.676,-5.959,141.989,0.827,0.655,2:44
39,0Yz3F0UGDibDe8uU69zmjn,And July,"HEIZE, DEAN, dj friz",And July,2016-07-18,0.852,-3.85,98.504,0.787,0.734,3:46
40,0JJeoiCAa1hwcBsPxBN2w4,"Sunday (feat. HEIZE, Jay Park)",GroovyRoom,EVERYWHERE,2017-07-24,0.797,-5.694,102.908,0.661,0.693,3:02
41,3uA8SjMyDtwtt0jLPMQbVD,D (Half Moon),"DEAN, Gaeko",130 Mood : TRBL,2016-03-25,0.765,-5.252,169.709,0.519,0.512,3:49
42,1iArAuiiDPjtZcwO33YeLF,Too Much (Feat. DEAN),Loco,BLEACHED,2017-05-25,0.618,-4.212,102.038,0.621,0.747,3:10
43,3FY7setkwqNLtNyS4se0jd,Are You That Somebody,Aaliyah,The Big Thug Playlist,2019-07-08,0.663,-7.078,137.953,0.833,0.848,4:25
44,1dN4Z7wZTQXLEl33RkMO3a,Text Me,DPR LIVE,Her,2017-12-07,0.592,-6.452,134.024,0.757,0.846,2:57
45,5LILPLYXMhiJqSW19s4k1t,CALL ANYTIME,"JINU, MINO",JINU's HEYDAY,2019-08-14,0.664,-6.12,99.967,0.625,0.812,3:14
46,1dA1tlzwcJ3YDYsSul1m06,Jenga (feat. Gaeko),"HEIZE, Gaeko",Wish & Wind,2018-03-08,0.73,-4.979,93.015,0.604,0.711,3:30
47,1iIhGHzzrzqQfuNkFI2qAn,Any song,ZICO,Any song,2020-01-13,0.787,-2.416,108.007,0.896,0.874,3:47
48,3e3d4jeuVkp5Z59tI8EhDY,FANXY CHILD,"ZICO, Fanxy Child",TELEVISION,2017-07-12,0.79,-4.295,143.942,0.754,0.756,3:54
49,4G5SXAQyz9D75KmKTLbI0X,Cereal,"Crush, ZICO",wonderlost,2018-07-13,0.567,-6.092,115.051,0.561,0.883,3:38
50,1ihIXI2MVklmJdPvIUxExZ,party (SHUT DOWN),"Sik-K, Crush",H.A.L.F (Have.A.Little.Fun),2017-06-05,0.587,-5.816,140.005,0.773,0.702,3:36
51,4wBHhHH7lptDbAMpxS0rla,Cupid,"pH-1, PENOMECO",loves,2018-08-20,0.629,-3.824,114.983,0.562,0.87,3:40
52,7LN1f9jAIu7yxBzsLMN7RB,Come Over,"DEAN, Yerin Baek",Limbo,2017-02-17,0.63,-7.849,168.225,0.318,0.496,4:26
